1,Abilene Christian,31,20,11,0.645,-2.87,-6.87,15,5,13,3,7,8,65.3,21.5,49.8,0.432,4.97,16.7,0.298,17.2,23.5,8.74,33.4,9.58,6.81,3.68,19.9,19.9,,
236,Old Dominion,32,13,19,0.406,0.02,0.06,9,9,10,4,3,11,65.6,22,54.3,0.405,8.31,24.6,0.338,13.3,18.5,7.63,33.9,12,5.13,3.75,12.6,16.1,,
237,Oral Roberts,31,17,14,0.548,2.16,-1.58,9,7,13,1,3,12,73.1,26.2,59.6,0.439,7.77,23.2,0.335,13,18,9.48,35.3,13,4.45,3.32,13.4,17,,
238,Oregon State,31,18,13,0.581,9.7,6.15,7,11,12,4,3,8,67.6,24,55.7,0.431,7.03,20.3,0.347,12.6,17.2,9.81,33.4,13.2,5.58,3.06,12.4,18.7,,
239,Oregon,31,24,7,0.774,18.22,9.09,13,5,17,0,5,5,66.7,23.4,57.4,0.407,7.61,23.3,0.326,12.4,16.9,11,33.3,12.4,4.1,3.55,13.5,15.5,,
240,Pacific,33,23,10,0.697,3.81,0.19,11,5,15,3,7,5,64.5,21.5,51.8,0.416,6.33,18.7,0.339,15.1,21.3,6.33,28,8.91,5.3,2.52,12.3,18.5,,
241,Penn State,31,21,10,0.677,16.12,9.25,11,9,14,3,5,6,68.2,24.5,59.5,0.411,6.35,19.5,0.326,12.9,18.9,10.4,37.5,12.1,5.45,3.23,13.3,18,,
242,Pennsylvania,27,16,11,0.593,1.07,-0.36,8,6,8,3,6,7,70.6,26.5,63.1,0.42,6.48,19.4,0.335,11.1,15.5,10.5,37.8,10.6,7.22,2.96,12,15.1,,
243,Pepperdine,32,16,16,0.5,2.82,3.6,8,8,9,5,6,7,77.1,27.1,59.1,0.458,8.22,21.6,0.381,14.7,20.5,9.59,36,15.6,6.59,2.66,13.8,19.7,,
244,Pittsburgh,33,16,17,0.485,6.8,7.32,6,14,11,7,2,9,65.7,24,55.7,0.43,7.48,22.1,0.339,10.3,14.5,11.7,36.3,14.2,5.45,4.24,15.5,18.2,,
245,Portland State,32,18,14,0.563,-1.5,-2.43,12,8,11,3,6,11,75.4,28,59.7,0.47,6.13,18.2,0.336,13.2,18.3,11.4,35.6,15.6,5.72,3.5,15.3,17.4,,
246,Portland,32,9,23,0.281,-6.53,1.97,1,15,7,9,2,9,72.2,26.1,60,0.434,8.25,24.4,0.338,11.8,17.8,10.8,37.8,15.6,7.19,2.59,13.3,18.6,,
247,Prairie View,32,19,13,0.594,-6.26,-8.36,14,4,12,0,6,12,68.3,22.4,52.3,0.428,5.91,19.8,0.298,17.7,25.6,8.91,33.3,11.9,5.88,3.16,17.7,20.4,,
248,Presbyterian,32,10,22,0.313,-15.06,-6.93,7,11,7,6,3,14,73.3,25.1,55.6,0.451,9.03,24.9,0.363,14.1,20,9.19,33.3,13.7,7.13,3.31,11.7,16.6,,
249,Princeton,27,14,13,0.519,-0.75,-1.48,9,5,7,6,5,6,69.1,26,56.1,0.464,5.89,17.1,0.344,11.1,14.8,7.48,31,11,6.22,3.41,11.8,16.3,,
250,Providence,31,19,12,0.613,13.45,8.19,12,6,13,3,5,6,66.2,22.7,54.5,0.417,6.26,20.1,0.311,14.4,20.4,9.81,35.5,11.7,6.97,3.39,15,18.8,,
251,Purdue,31,16,15,0.516,16.3,10.76,9,11,11,5,4,8,62.6,21.8,53.6,0.407,6.87,22.5,0.305,12.2,17.1,9.03,32.7,12.9,5.19,3.74,13.5,16.5,,
252,Quinnipiac,30,15,15,0.5,-7.66,-6.53,10,10,9,5,5,9,70.7,26.4,62.3,0.425,7.87,22.3,0.353,10,14.7,9.63,34.7,14.5,6.73,3.2,9.7,16,,
253,Radford,32,21,11,0.656,-2.67,-5.71,15,3,11,4,9,6,66.1,22.9,54.7,0.42,8.03,24.7,0.326,12.2,18.1,9.06,32.2,12.4,4.19,2.91,11.1,17.8,,
254,Rhode Island,30,21,9,0.7,9.25,4.78,13,5,12,3,8,5,68.9,25.1,60,0.418,6.7,22.6,0.297,12,17.1,10.7,38,13.2,5.5,3.33,15.1,19,,
255,Rice,32,15,17,0.469,-3.09,-0.76,7,11,8,7,5,8,74.2,27.4,60.3,0.454,7.78,23.8,0.327,11.7,17.1,9.5,36,13.8,6.16,2.94,12.6,17.7,,
256,Richmond,31,24,7,0.774,11.31,2.76,14,4,14,2,9,3,66.8,23.9,57.5,0.415,7.19,23.6,0.305,11.8,17.4,9.68,35.5,11.3,5.61,3.06,13.9,15.6,,
257,Rider,30,18,12,0.6,-3.09,-5.49,12,8,11,1,5,11,69.3,24.5,58.3,0.42,8.3,25.6,0.325,12,17.7,8.63,33.4,12.9,6.7,3.6,13.7,19.8,,
258,Robert Morris,34,20,14,0.588,-4.73,-6.33,13,5,12,3,7,11,67.1,24.2,54.2,0.447,6.35,19.7,0.322,12.2,16.9,9.47,34.1,12.1,6.21,3.35,14.8,15.7,,
259,Rutgers,31,20,11,0.645,15.72,9.68,11,9,18,1,2,8,62.6,22,57.4,0.383,7.35,23.6,0.311,11.4,15.9,9.68,34.3,12.1,5.39,3.68,13,17.1,,
260,Sacramento State,30,16,14,0.533,-2.08,-2.76,8,12,10,4,4,10,59.7,21,50.3,0.417,4.77,14.9,0.321,13,17.1,8,31,10.2,5.37,2.83,14.1,16.6,,
261,Sacred Heart,33,20,13,0.606,-4.75,-7.4,12,6,9,4,10,8,69.4,26.1,62.9,0.415,7.12,21.4,0.333,10.1,14.6,10.9,34.2,14.4,6.67,3.58,11.2,19.1,,
262,Saint Francis (PA),32,22,10,0.688,-2.05,-6.5,13,5,13,2,8,8,71.8,26,58.8,0.442,7.81,23.2,0.336,11.9,16.6,10,33.2,13.2,5.66,3.44,13.7,18.3,,
263,Saint Joseph's,32,6,26,0.188,-5.54,4.93,2,16,4,10,2,12,79.5,28.8,61.8,0.466,7.63,20.5,0.371,14.3,19.8,10.1,39.1,14.3,6.66,4,10.3,16.6,,
264,Saint Louis,31,23,8,0.742,9.41,3.07,12,6,15,3,6,4,65.2,22.1,55.2,0.401,7.03,21.8,0.323,13.9,20,8.9,33,10.8,6.77,3.55,13.7,18.9,,
265,Saint Mary's (CA),34,26,8,0.765,12.27,5.24,11,5,14,3,6,3,66.9,25,55.4,0.452,6,17.7,0.338,10.9,15.2,7.47,30.3,9.79,4,3.15,11.8,16.4,,
266,Saint Peter's,30,18,12,0.6,-3.67,-5.9,14,6,11,3,6,9,64.1,21.3,52.8,0.403,6.1,19,0.321,15.5,21.5,9.37,32,11.5,7.67,4.83,15.1,18.1,,
267,Sam Houston State,31,18,13,0.581,-5.17,-6.5,11,9,12,3,6,10,72.4,23.7,56.4,0.42,7.55,23.7,0.318,17.5,23.7,9.84,35,12.7,7.03,3.19,18.5,18.5,,
268,Samford,33,10,23,0.303,-13.13,-1.13,4,14,7,8,3,14,82.2,30.3,66,0.459,10.9,30,0.363,10.7,15.7,12.5,39,18.7,7.7,3.45,14.2,18.7,,
269,San Diego State,32,30,2,0.938,18.38,3.93,17,1,14,1,11,0,59.5,20.6,53.3,0.387,6.66,22.4,0.297,11.6,15.9,8.88,31.7,11,5.47,1.91,14.1,17.5,,
270,San Diego,32,9,23,0.281,-3.52,4.35,2,14,6,9,3,10,72.5,26.6,59.1,0.449,6.03,19,0.317,13.3,18.7,9.22,35.3,12.6,6.88,3.38,13,18,,
271,San Francisco,34,22,12,0.647,8.56,3.84,9,7,12,5,7,6,68.8,25,56.2,0.445,6.15,16.4,0.374,12.6,17.5,7.94,33,10.6,6.03,2.85,13,16.8,,
272,San Jose State,31,7,24,0.226,-7.55,5.15,3,15,6,10,1,12,81.4,29.5,62.2,0.475,7.74,21.6,0.358,14.5,21,10.7,40.6,18.7,7.32,2.45,13.2,18.7,,
273,Santa Clara,33,20,13,0.606,1.95,0.63,6,10,16,5,3,7,71.7,24.8,58.3,0.424,6.42,19.3,0.333,15.7,21.9,9.45,35.8,12.4,6.48,2.88,13.9,18.3,,
274,Seattle,29,14,15,0.483,-3.95,-3.91,7,7,9,4,3,10,72.8,24.6,58,0.424,6.52,20.6,0.317,17.1,23.2,9.52,37,12.2,5.28,3.07,13.7,20.6,,
275,Seton Hall,30,21,9,0.7,16.75,9.95,13,5,11,4,8,4,67.9,23.9,59.5,0.401,6.57,20.5,0.32,13.5,19.3,11.7,36.6,11.6,6.4,3.07,13.8,17.9,,
276,Siena,30,20,10,0.667,-1.13,-5.66,15,5,14,0,5,10,67.7,24.8,58,0.428,6.43,20.2,0.318,11.6,15.6,9,31.8,11.2,5.73,3.67,11.7,18,,
277,South Alabama,31,20,11,0.645,0.08,-1.03,13,7,11,5,7,5,67.5,24.1,56.9,0.423,9,26.3,0.343,10.3,14.8,10.6,33.7,13.6,5.32,3.71,13.9,17.5,,
278,South Carolina State,29,11,18,0.379,-16.01,-9.27,6,10,8,5,3,12,75.2,27,58,0.465,7.07,20.7,0.342,14.2,21.1,9.52,33.3,12.2,5.45,3.41,12.3,19.1,,
279,South Carolina Upstate,33,13,20,0.394,-13.58,-6.06,7,11,9,6,4,13,74.5,25.6,55.2,0.464,7.79,21.8,0.357,15.5,21.6,9.55,36.6,12.3,5.85,3.06,13.7,17.1,,
280,South Carolina,31,18,13,0.581,10.27,6.43,10,8,12,5,6,6,69.5,21.2,53.8,0.393,6.35,21.5,0.296,20.9,28.6,10.2,35.4,11.5,6.16,3.61,15.5,20.6,,
281,South Dakota State,32,22,10,0.688,2.29,-4.24,13,3,16,0,6,9,70.5,26.3,62.4,0.421,7.22,23.6,0.306,10.8,15.9,10.6,33.8,11.5,6.59,3.19,11.2,18.4,,
282,South Dakota,32,20,12,0.625,-1.74,-3.84,10,6,13,2,5,8,74.2,26.7,58.9,0.453,7.34,20.6,0.357,13.5,18.3,7.41,32.1,11.3,5.22,2.47,11.4,20.4,,
283,South Florida,31,14,17,0.452,5.15,5.18,7,11,10,7,3,6,62.7,22.1,49.9,0.443,6.68,20,0.334,11.8,17.2,7.58,31.3,11.3,6.61,3.19,15.3,17.8,,
284,Southeast Missouri State,31,7,24,0.226,-14.57,-5.29,3,15,6,7,0,16,74.4,26.8,56.7,0.472,7.65,21,0.365,13.2,19,9.26,36.2,15.1,5.52,3.29,12.5,18.2,,
285,Southeastern Louisiana,31,8,23,0.258,-16.11,-5.72,5,15,6,8,2,14,78.4,27.3,57.2,0.477,6.68,20.4,0.328,17.2,23,10.9,37.9,15.4,7.35,3.19,17.5,18.6,,
286,Southern California,31,22,9,0.71,11.51,7.22,11,7,14,2,5,6,66,23.3,60.7,0.384,7.48,23.9,0.313,11.9,17,10.7,35.1,11.9,7.9,2.94,12.8,18.5,,
287,SIU Edwardsville,31,8,23,0.258,-14.16,-5.71,5,13,4,10,4,13,72.9,24.5,56.1,0.437,7.61,23.1,0.33,16.4,22.4,10.2,35.7,15.1,6.19,3.19,13.4,16.8,,
288,Southern Illinois,32,16,16,0.5,-0.18,0.37,10,8,12,3,3,10,62.2,23.5,54.7,0.429,6,19.1,0.315,9.28,13.4,10.1,35.3,12.5,6.41,3.34,13.6,16.2,,
289,Southern Methodist,30,19,11,0.633,7.97,3.5,9,9,15,2,4,9,68.5,24,57.4,0.418,8.5,24.7,0.344,12,16.2,10.3,32.4,14.3,7.07,3,12.6,17.1,,
290,Southern Mississippi,31,9,22,0.29,-6.65,2.35,5,13,8,7,1,12,72.3,24.6,57.4,0.429,9.1,27.2,0.335,14,18.9,9.48,33.9,13.2,7.42,2.48,12.5,14.9,,
291,Southern Utah,32,17,15,0.531,0.1,-2.47,9,11,9,5,6,10,66.3,22.8,57.3,0.397,6.03,19.8,0.304,14.8,20.7,8.09,31.9,11.3,5.69,3.94,12.6,18.6,,
292,Southern,32,17,15,0.531,-9.36,-9.49,13,5,11,1,5,14,67.1,22.4,51.5,0.435,5.25,16.6,0.316,17,25,7.97,31.1,9.63,5.81,3.38,14.4,18.5,,
293,St. Bonaventure,31,19,12,0.613,3.12,1.62,11,7,9,5,7,7,66.9,23.1,55.4,0.417,8.26,25.1,0.329,12.4,18.2,9.16,33.3,14.1,5.45,3,12,15.7,,
294,St. Francis (NY),31,13,18,0.419,-11.3,-7.44,7,11,9,5,4,13,71.6,25.1,57.7,0.435,6.71,19.1,0.351,14.6,20.8,10.1,37.4,11.8,5.65,3.06,13.9,16.7,,
295,St. John's (NY),32,17,15,0.531,10.71,7.68,5,13,13,6,1,8,71.6,24.5,59.1,0.415,7.91,25,0.317,14.6,21.4,11.8,40.9,14.1,5.22,4.38,16.8,17.3,,
296,Stanford,32,20,12,0.625,13.35,6.38,9,9,14,4,4,6,62.5,22.1,55.2,0.401,6.09,20.6,0.296,12.2,17.5,9.88,34.2,10.1,6.34,3.94,15.5,17.5,,
297,Stephen F. Austin,31,28,3,0.903,4.04,-6.89,19,1,16,1,12,2,67,21.8,51.4,0.423,6.77,19.8,0.343,16.7,23,8.81,30,11.5,7.65,3.52,21.6,21.8,,
298,Stetson,33,16,17,0.485,-9.63,-5.3,9,7,8,7,7,9,65.7,22.7,54.8,0.415,8.85,26.2,0.338,11.4,16.5,9.64,31.3,13.8,5.7,3.09,11.7,17,,
299,Stony Brook,33,20,13,0.606,-2.41,-4.41,10,6,10,5,8,8,65.8,23.2,59.4,0.39,8.33,24.9,0.335,11.2,16.2,10.2,35.6,13.3,6.21,2.79,13.2,17.1,,
300,Syracuse,32,18,14,0.563,12.32,7.26,10,10,11,7,6,5,69.3,23.7,58.4,0.406,9,28,0.322,12.9,17.6,12,37.1,17.2,5.84,2.78,13.9,17.7,,
301,Temple,31,14,17,0.452,6.59,6.17,6,12,8,7,4,8,67.9,23.8,59.6,0.399,7.74,25,0.31,12.6,17.6,10.2,38.1,13.6,6.45,4.23,13.2,16.9,,
302,Tennessee-Martin,29,9,20,0.31,-14.15,-4.3,5,13,6,6,2,12,82.1,30.4,61.6,0.494,9.86,25.6,0.385,11.4,16.7,11.6,35.3,18.4,6.48,3.03,12.4,17.3,,
303,Tennessee State,33,18,15,0.545,-6.7,-5.45,9,9,11,3,4,11,71.1,24,58.4,0.411,6.88,22.1,0.311,16.1,22.3,10.3,32.7,10.8,6.91,2.7,12.4,16.8,,
304,Tennessee Tech,31,9,22,0.29,-13.64,-4.67,6,12,6,8,3,12,72.3,26.7,57.5,0.464,7.71,21.4,0.36,11.2,15.8,9.42,35.5,15.9,6.97,3.19,13.7,13.4,,
305,Tennessee,31,17,14,0.548,11.18,8.3,9,9,11,6,4,7,64.2,22.1,55,0.402,6.29,19,0.331,13.7,19.4,10.5,33.4,9.87,7.61,3,13,19.5,,
306,Texas A&M-Corpus Christi,32,14,18,0.438,-10.8,-6.63,10,10,10,6,4,11,68.7,23.4,54.5,0.43,6.09,19.4,0.314,15.8,21.6,9.59,31.4,12.3,8.47,3.22,13.1,17.8,,
307,Texas A&M,30,16,14,0.533,4.93,6.96,10,8,11,6,5,4,65.2,22.6,55.3,0.409,9.1,27.8,0.327,10.8,14.4,10.8,34.4,14.5,6.67,3.9,14.8,19.2,,
308,Texas-Arlington,32,14,18,0.438,2.76,2.13,10,10,8,8,6,9,68.4,24.2,58.6,0.412,6.13,20.7,0.296,14,20.3,10.8,38.4,13,4.88,3.06,12.2,16.9,,
309,Texas Christian,32,16,16,0.5,9.86,10.09,7,11,14,5,1,9,65,23.7,54.6,0.434,6.5,18.4,0.353,11.1,16.7,10.1,33.7,14.8,6.41,4,14.1,15.4,,
310,Texas-El Paso,32,17,15,0.531,-1,-0.45,8,10,13,4,3,9,66.1,23.2,55.9,0.416,6.25,20.5,0.305,13.4,18.8,9.13,35.3,11,5.78,2.59,13.7,17.8,,
311,Texas-Rio Grande Valley,30,14,16,0.467,-7.05,-3.7,9,7,11,3,3,11,71.4,24.3,52.7,0.46,7,18.6,0.376,15.9,22.2,9.03,35.2,14.4,5.43,2.2,17.4,18.8,,
312,Texas-San Antonio,32,13,19,0.406,-3.18,0.41,7,11,10,5,3,9,77,26.7,60.8,0.439,8.16,23.8,0.343,15.5,22.1,9.88,38.9,12.8,5.72,3.56,13.9,18.1,,
313,Texas Southern,32,16,16,0.5,-10.37,-6.05,12,6,11,1,5,15,76,26.8,61.4,0.437,7.41,21.6,0.343,14.9,20.7,10.9,36.8,14.2,7.66,4.09,14.9,21.1,,
314,Texas State,32,21,11,0.656,5.42,-0.28,13,7,15,3,6,8,64.3,21.7,53.6,0.405,6.34,19.9,0.318,14.6,20.4,10.3,34.2,10.9,5.13,3.22,14.7,18.3,,
315,Texas Tech,31,18,13,0.581,16.83,8.41,9,9,13,4,3,7,63.5,22,54.2,0.407,5.97,19.3,0.309,13.3,19.2,10.1,33.4,9.71,6.29,3.23,16,19,,
316,Texas,31,19,12,0.613,10.47,9.6,9,9,11,6,6,5,63.3,22.9,54.1,0.424,4.9,15.2,0.322,12.6,19.1,10.7,35.4,10,6.42,3.06,13.8,14.2,,
317,Toledo,32,17,15,0.531,1.2,-1.47,8,10,10,6,7,9,70.1,25.5,61.1,0.418,7.81,22.7,0.344,11.3,16,10.5,36,11.4,6.53,3.16,11.8,18.6,,
318,Towson,32,19,13,0.594,0.09,-1.51,12,6,9,5,8,4,66.4,23,56.1,0.41,7.81,24.2,0.323,12.6,17.1,9.16,31.6,12.3,4.78,2.75,10.9,17.2,,
319,Troy,31,9,22,0.29,-9.01,-1.32,5,15,6,9,3,13,73.4,25.4,57,0.445,7.68,22.7,0.338,15,21.4,10.3,37.8,14.3,6.77,3.65,14.6,17.8,,
320,Tulane,30,12,18,0.4,0.94,3.54,4,14,7,7,3,7,70.9,25.5,56.3,0.453,8.3,24.4,0.34,11.6,16.7,10.3,38.8,16.1,5.2,3.17,16.1,18.2,,
321,Tulsa,31,21,10,0.677,7.92,3.59,13,5,15,2,6,7,63.5,22.3,56,0.398,7.71,25.8,0.299,11.3,15.8,10,34.3,11.9,7.23,3.48,14.7,19,,
322,UCLA,31,19,12,0.613,9.83,8.23,12,6,13,4,5,5,67.1,22.9,53.4,0.429,7.58,20.2,0.375,13.7,18.8,8.39,31,10.9,5.74,3.03,13,18.6,,
323,Utah State,34,26,8,0.765,13.66,4.04,12,6,15,1,4,6,64.1,22.9,58.4,0.392,7.76,24.7,0.314,10.6,15.1,8.18,31.3,11.1,6.68,3.18,12.4,19.2,,
324,Utah Valley,30,11,19,0.367,-7.47,-4.18,5,10,6,7,5,12,71,25.2,59.5,0.424,5.73,17.8,0.323,14.8,19.9,9.5,35.8,12.1,6.17,3.7,12.6,19.2,,
325,Utah,31,16,15,0.516,8.47,7.86,7,11,12,2,1,10,70.3,26.4,59.9,0.44,7.45,21.2,0.352,10.1,13.8,9.61,33.1,13.4,6.68,3.84,12.2,18.9,,
326,Valparaiso,35,19,16,0.543,1.44,1.17,9,9,11,2,4,10,71.3,25.9,57.1,0.454,7.17,19.8,0.362,12.2,17.7,9.23,35.7,13.5,6.31,2.6,14.2,16.1,,
327,Vanderbilt,32,11,21,0.344,3.16,6.41,3,15,10,10,1,9,75,26.4,56.6,0.467,6.72,19.2,0.351,15.4,20.8,9.72,36.1,13.4,5.66,4.03,13.8,20.2,,
328,Vermont,33,26,7,0.788,6.07,-4.84,14,2,13,3,12,3,59.5,20.4,53.7,0.38,7.03,22.2,0.317,11.7,16.4,8.12,32.5,10.2,5.73,2.52,12.8,17.3,,
329,Villanova,31,24,7,0.774,16.84,10.03,13,5,12,3,9,3,66.4,25.3,58.8,0.43,6.06,18.7,0.325,9.74,13.9,8.74,34.2,12,5.68,3.16,11.5,16.2,,
330,Virginia Commonwealth,31,18,13,0.581,9.66,4.08,8,10,14,4,4,7,65.2,22.6,53.6,0.423,6.29,18.6,0.337,13.6,19.2,10.2,36.2,11.9,6.65,3.16,17,17,,
331,VMI,33,9,24,0.273,-6.92,-2.72,3,15,5,10,2,12,71.1,24.3,56.2,0.432,7.18,22.4,0.32,15.4,21.3,9.79,36,13.2,5.73,2.82,13,15,,
332,Virginia Tech,32,16,16,0.5,8.22,6.16,7,13,12,6,3,7,66.5,24.1,57.9,0.416,7.94,24.6,0.322,10.4,15.1,9.03,37.2,12.8,4.13,3.19,11.9,14,,
333,Virginia,30,23,7,0.767,12.16,7.5,15,5,14,3,7,4,52.4,19.1,51.8,0.369,6.47,22.1,0.293,7.7,11.2,7.9,30.5,9.03,6.63,2.73,11.7,13.9,,
334,Wagner,29,8,21,0.276,-14.79,-5.57,5,13,5,8,3,13,76.2,25,54.5,0.459,8.69,22.6,0.385,17.4,24.7,9.55,34.8,15.1,6.76,3.24,13.2,17.4,,
335,Wake Forest,31,13,18,0.419,6.69,8.14,6,14,9,5,1,11,74.9,26.4,60.3,0.438,7.1,21.3,0.333,14.9,21.2,9.68,35,13.2,7.52,3.58,10.9,20.3,,
336,Washington State,32,16,16,0.5,5.13,4.94,6,12,11,5,2,9,69.7,25.6,57.1,0.449,5.75,18.3,0.315,12.7,18.4,8.94,37.2,11.5,5.78,3.75,15,18.5,,
337,Washington,32,15,17,0.469,12.41,8.25,5,13,10,7,3,7,66.4,22.9,60,0.381,7.16,22.9,0.312,13.5,18.8,12.3,35.7,13.8,6.78,2.06,13.7,18.7,,
338,Weber State,32,12,20,0.375,-8.32,-0.66,8,12,8,6,4,9,71.3,27.1,60.7,0.447,7.34,20.7,0.356,9.72,13.6,9.19,34.6,14.2,6.13,2.56,11.7,16.4,,
339,West Virginia,31,21,10,0.677,18.51,10.64,9,9,14,2,4,8,62.4,21.1,54.1,0.391,5.84,20.3,0.288,14.3,20,9.65,32.4,10.1,7.32,3.35,15.6,21.5,,
340,Western Carolina,31,19,12,0.613,-0.1,-1.55,10,8,10,4,8,7,74.7,26.7,61.5,0.434,7.84,25.2,0.311,13.5,18.7,9.26,33.2,12.2,6.65,3.48,12.5,19.8,,
341,Western Illinois,26,5,21,0.192,-14.28,-3.03,2,14,4,10,1,11,81.8,29.1,60.8,0.479,8,21.4,0.373,15.5,20.8,8.42,38.4,12.2,4.92,2.69,11.5,15.7,,
342,Western Kentucky,30,20,10,0.667,4.2,0.96,13,5,12,2,6,6,72,27.6,62.6,0.441,7.2,24,0.3,9.6,13.1,11.2,36,13,5.53,3,13.6,18.4,,
343,Western Michigan,32,13,19,0.406,-5.42,-0.25,6,12,10,5,3,12,72.1,26,60.1,0.433,7.44,22.5,0.331,12.6,18.3,10.5,36.7,12.2,6.28,3.03,11.5,19.2,,
344,Wichita State,31,23,8,0.742,13.66,5.6,11,7,17,2,5,5,63.8,21.6,55.3,0.391,5.87,19.5,0.302,14.7,21.2,8.65,34.6,10.1,6.23,4,14.3,18.5,,
345,William & Mary,32,21,11,0.656,-2.46,-3.1,13,5,11,2,10,7,69,25.3,59.5,0.426,7.31,21,0.348,11,15.4,8.41,31.8,11.4,6.63,2.81,9.88,16.4,,
346,Winthrop,34,24,10,0.706,1.16,-6.53,15,3,11,4,10,6,71.5,24.5,56.1,0.436,6.91,21.4,0.322,15.6,23.3,8.68,33.1,12.4,6.44,3.26,14.6,20.4,,
347,Wisconsin,31,21,10,0.677,15.95,10.95,14,6,15,1,6,6,62.2,23.1,56.4,0.41,6.06,18.3,0.331,9.84,14.3,9.03,34.5,11,4.97,2.97,10.9,16.7,,
348,Wofford,35,19,16,0.543,0.17,-1.5,8,10,10,5,6,10,68.5,24.1,54.7,0.44,7.89,23.6,0.334,12.5,17.4,7.77,31,12.2,6.03,2.4,12.4,15.9,,
349,Wright State,32,25,7,0.781,2.46,-6.21,15,3,14,2,9,3,70.8,26.3,63.3,0.416,6.25,20.8,0.301,11.9,16.7,11.5,37.1,10.6,6.28,2.91,14.2,20.2,,
350,Wyoming,33,9,24,0.273,-3.05,4.82,2,16,4,13,3,8,69.9,24.1,55.7,0.433,7.64,23.2,0.33,14.1,20.3,9.64,38.3,12.1,6,2.55,12.8,17.6,,
351,Xavier,32,19,13,0.594,12.57,9.47,8,10,12,5,5,6,67.6,24.3,59.4,0.408,6.56,21.5,0.305,12.5,17.2,10.3,35.2,12,7.03,3.38,13.1,18,,
352,Yale,30,23,7,0.767,6.63,-1.51,11,3,10,1,11,6,65.1,23.5,59.1,0.397,7.4,23.9,0.309,10.8,15,7.9,32,11.9,6.73,3,12.1,17.4,,
353,Youngstown State,33,18,15,0.545,-5.56,-4.79,10,8,13,4,5,11,71.2,25.9,59.1,0.438,6.73,19.6,0.344,12.7,18.2,10.5,35.2,12.7,5.67,3.33,12.1,17.2,,